Match_ID,Match_Date,Match,Winner,Loser,WinLoss,Championship_Match,Promotion,Match_Type,Stipulation,Event,Event_Name,Event_Type
2215,2017-07-24,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2214,2017-07-23,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,Flag,WWE Battleground 2017,WWE Battleground ,PPV/PLE
2213,2017-07-22,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2212,2017-07-18,John Cena & Randy Orton vs Jinder Mahal & Rusev,John Cena & Randy Orton,Jinder Mahal & Rusev,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE 205 Live ,WWE House Show,Non-Televised
2211,2017-07-17,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2210,2017-07-16,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2209,2017-07-15,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2208,2017-07-11,AJ Styles & John Cena vs Kevin Owens & Rusev,AJ Styles & John Cena,Kevin Owens & Rusev,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2207,2017-07-04,John Cena & Shinsuke Nakamura vs Baron Corbin & Rusev,John Cena & Shinsuke Nakamura,Baron Corbin & Rusev,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE 205 Live ,WWE House Show,Non-Televised
2206,2017-04-02,John Cena & Nikki Bella vs Maryse & The Miz,John Cena & Nikki Bella,Maryse & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,"WWE WrestleMania 33 - ""The Ultimate Thrill Ride""",WWE WrestleMania,PPV/PLE
2205,2017-03-28,Dean Ambrose & John Cena vs AJ Styles & Baron Corbin,Dean Ambrose & John Cena,AJ Styles & Baron Corbin,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2204,2017-03-27,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2203,2017-03-26,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2202,2017-03-25,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2201,2017-03-21,John Cena vs Fandango,John Cena,Fandango,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2200,2017-03-20,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2199,2017-03-19,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2198,2017-03-18,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2197,2017-03-13,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,Street Fight,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2196,2017-03-12,Bray Wyatt vs John Cena,Bray Wyatt,John Cena,Loss,WWE Championship,WWE,Singles,No Disqualification,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2195,2017-03-07,John Cena & Nikki Bella vs Carmella & James Ellsworth,John Cena & Nikki Bella,Carmella & James Ellsworth,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2194,2017-02-28,Dean Ambrose & John Cena vs Baron Corbin & The Miz,Dean Ambrose & John Cena,Baron Corbin & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2193,2017-02-27,Bray Wyatt vs Baron Corbin and John Cena,Bray Wyatt,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2192,2017-02-26,Bray Wyatt vs Baron Corbin and John Cena and Luke Harper,Bray Wyatt,Baron Corbin and John Cena and Luke Harper,Loss,WWE Championship,WWE,Fatal 4-Way,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2191,2017-02-25,Bray Wyatt vs Baron Corbin and John Cena,Bray Wyatt,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2190,2017-02-21,AJ Styles and Luke Harper vs Apollo Crews and Baron Corbin and Dean Ambrose and Dolph Ziggler and John Cena and Kalisto and Mojo Rawley and The Miz,AJ Styles and Luke Harper,Apollo Crews and Baron Corbin and Dean Ambrose and Dolph Ziggler and John Cena and Kalisto and Mojo Rawley and The Miz,Loss,Contendership,WWE,Battle Royal,Battle Royal,WWE SmackDown Live ,WWE SmackDown,Televised
2189,2017-02-20,John Cena & Luke Harper vs The Wyatt Family (Bray Wyatt & Randy Orton),John Cena & Luke Harper,The Wyatt Family (Bray Wyatt & Randy Orton),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2188,2017-02-14,Bray Wyatt vs AJ Styles and John Cena,Bray Wyatt,AJ Styles and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2187,2017-02-13,John Cena & Luke Harper vs The Wyatt Family (Bray Wyatt & Randy Orton),John Cena & Luke Harper,The Wyatt Family (Bray Wyatt & Randy Orton),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Live,WWE House Show,Non-Televised
2186,2017-02-12,Bray Wyatt vs AJ Styles and Baron Corbin and Dean Ambrose and John Cena and The Miz,Bray Wyatt,AJ Styles and Baron Corbin and Dean Ambrose and John Cena  and The Miz,Loss,WWE Championship,WWE,Elimination Chamber,Elimination Chamber,WWE Elimination Chamber 2017,WWE Elimination Chamber ,PPV/PLE
2185,2017-02-11,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2184,2017-02-07,John Cena vs Randy Orton,John Cena,Randy Orton,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2183,2017-01-31,The Wyatt Family (Bray Wyatt & Randy Orton) vs John Cena & Luke Harper,The Wyatt Family (Bray Wyatt & Randy Orton),John Cena & Luke Harper,Loss,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2182,2017-01-30,John Cena vs AJ Styles and Baron Corbin,John Cena,AJ Styles and Baron Corbin,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2181,2017-01-29,John Cena vs AJ Styles,John Cena,AJ Styles,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Royal Rumble 2017,WWE Royal Rumble ,PPV/PLE
2180,2017-01-28,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2179,2017-01-24,John Cena vs AJ Styles,John Cena,AJ Styles,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2178,2017-01-17,Dean Ambrose & John Cena vs Baron Corbin & The Miz,Dean Ambrose & John Cena,Baron Corbin & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2177,2017-01-16,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2176,2017-01-15,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2175,2017-01-14,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2174,2017-01-10,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2173,2017-01-09,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2172,2017-01-08,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2171,2017-01-07,AJ Styles vs Baron Corbin and John Cena,AJ Styles,Baron Corbin and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2170,2017-01-03,"American Alpha (Chad Gable & Jason Jordan) & John Cena vs The Wyatt Family (Bray Wyatt, Luke Harper & Randy Orton)",American Alpha (Chad Gable & Jason Jordan) & John Cena,"The Wyatt Family (Bray Wyatt, Luke Harper & Randy Orton)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE 205 Live ,WWE House Show,Non-Televised
2169,2017-01-03,John Cena vs AJ Styles,John Cena,AJ Styles,Win,WWE Championship,WWE,Singles,No Stipulation,WWE 205 Live ,WWE House Show,Non-Televised
2168,2016-12-30,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2167,2016-12-29,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2166,2016-12-28,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2165,2016-12-27,Dean Ambrose & John Cena vs AJ Styles & The Miz,Dean Ambrose & John Cena,AJ Styles & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE 205 Live ,WWE House Show,Non-Televised
2164,2016-12-26,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2163,2016-10-15,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2162,2016-10-11,"Dolph Ziggler, John Cena & Nikki Bella vs Baron Corbin, Carmella & The Miz","Dolph Ziggler, John Cena & Nikki Bella","Baron Corbin, Carmella & The Miz",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2161,2016-10-10,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2160,2016-10-09,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE No Mercy 2016,WWE No Mercy ,PPV/PLE
2159,2016-10-08,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2158,2016-10-04,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2157,2016-10-03,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2156,2016-10-02,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2155,2016-10-01,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2154,2016-09-26,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2153,2016-09-25,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2152,2016-09-24,AJ Styles vs Dean Ambrose and John Cena,AJ Styles,Dean Ambrose and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live,WWE House Show,Non-Televised
2151,2016-09-20,Dean Ambrose vs John Cena,Dean Ambrose,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2150,2016-09-13,Dean Ambrose & John Cena vs AJ Styles & The Miz,Dean Ambrose & John Cena,AJ Styles & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2149,2016-09-12,John Cena & Randy Orton vs The Wyatt Family (Bray Wyatt & Erick Rowan),John Cena & Randy Orton,The Wyatt Family (Bray Wyatt & Erick Rowan),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Live,WWE House Show,Non-Televised
2148,2016-09-10,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2147,2016-09-08,John Cena vs The Big Show,John Cena,The Big Show,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2146,2016-09-06,Dean Ambrose & John Cena vs AJ Styles & Bray Wyatt,Dean Ambrose & John Cena,AJ Styles & Bray Wyatt,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2145,2016-08-30,John Cena & Roman Reigns vs Bray Wyatt & Seth Rollins,John Cena & Roman Reigns,Bray Wyatt & Seth Rollins,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2144,2016-08-29,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2143,2016-08-23,"Dean Ambrose, John Cena & Roman Reigns vs Seth Rollins & The Wyatt Family (Bray Wyatt & Erick Rowan)","Dean Ambrose, John Cena & Roman Reigns",Seth Rollins & The Wyatt Family (Bray Wyatt & Erick Rowan),Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
2142,2016-08-22,Dean Ambrose & John Cena vs AJ Styles & Seth Rollins,Dean Ambrose & John Cena,AJ Styles & Seth Rollins,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2141,2016-08-21,AJ Styles vs John Cena,AJ Styles,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE SummerSlam 2016,WWE SummerSlam ,PPV/PLE
2140,2016-08-16,John Cena vs Alberto Del Rio,John Cena,Alberto Del Rio,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2139,2016-08-15,Dean Ambrose & John Cena vs Chris Jericho & Seth Rollins,Dean Ambrose & John Cena,Chris Jericho & Seth Rollins,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2138,2016-08-13,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2137,2016-08-12,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2136,2016-08-11,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2135,2016-08-10,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2134,2016-08-01,"Dean Ambrose, John Cena & Roman Reigns vs AJ Styles, Kevin Owens & Seth Rollins","Dean Ambrose, John Cena & Roman Reigns","AJ Styles, Kevin Owens & Seth Rollins",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2133,2016-07-26,Dolph Ziggler vs AJ Styles and Apollo Crews and Baron Corbin and Bray Wyatt and John Cena,Dolph Ziggler,AJ Styles and Apollo Crews and Baron Corbin and Bray Wyatt and John Cena,Loss,Contendership,WWE,6-way ,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2132,2016-07-25,Dean Ambrose & John Cena vs AJ Styles & Seth Rollins,Dean Ambrose & John Cena,AJ Styles & Seth Rollins,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2131,2016-07-24,"Big Cass, Enzo Amore & John Cena vs The Club (AJ Styles, Karl Anderson & Luke Gallows)","Big Cass, Enzo Amore & John Cena","The Club (AJ Styles, Karl Anderson & Luke Gallows)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Battleground 2016,WWE Battleground ,PPV/PLE
2130,2016-07-19,John Cena vs Luke Gallows,John Cena,Luke Gallows,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2129,2016-07-18,"The Club (AJ Styles, Karl Anderson & Luke Gallows) & The Wyatt Family (Braun Strowman, Bray Wyatt & Erick Rowan) vs Big Cass, Enzo Amore, John Cena & The New Day (Big E, Kofi Kingston & Xavier Woods)","The Club (AJ Styles, Karl Anderson & Luke Gallows) & The Wyatt Family (Braun Strowman, Bray Wyatt & Erick Rowan)","Big Cass, Enzo Amore, John Cena & The New Day (Big E, Kofi Kingston & Xavier Woods)",Loss,Exhibition,WWE,6 vs 6,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2128,2016-07-17,"John Cena & The Usos (Jey Uso & Jimmy Uso) vs The Club (AJ Styles, Karl Anderson & Luke Gallows)",John Cena & The Usos (Jey Uso & Jimmy Uso),"The Club (AJ Styles, Karl Anderson & Luke Gallows)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2127,2016-07-16,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2126,2016-07-04,"Big Cass, Enzo Amore & John Cena vs The Club (AJ Styles, Karl Anderson & Luke Gallows)","Big Cass, Enzo Amore & John Cena","The Club (AJ Styles, Karl Anderson & Luke Gallows)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2125,2016-07-02,"John Cena & The Usos (Jey Uso & Jimmy Uso) vs The Club (AJ Styles, Karl Anderson & Luke Gallows)",John Cena & The Usos (Jey Uso & Jimmy Uso),"The Club (AJ Styles, Karl Anderson & Luke Gallows)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live,WWE House Show,Non-Televised
2124,2016-07-01,AJ Styles vs John Cena,AJ Styles,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2123,2016-06-27,Seth Rollins vs John Cena,Seth Rollins,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2122,2016-06-20,John Cena vs Karl Anderson,John Cena,Karl Anderson,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2121,2016-06-19,AJ Styles vs John Cena,AJ Styles,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Money In The Bank 2016,WWE Money In The Bank ,PPV/PLE
2120,2016-06-13,John Cena & Roman Reigns vs AJ Styles & Seth Rollins,John Cena & Roman Reigns,AJ Styles & Seth Rollins,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2119,2016-06-06,John Cena & Roman Reigns vs Seth Rollins & Sheamus,John Cena & Roman Reigns,Seth Rollins & Sheamus,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2118,2015-12-30,John Cena vs Alberto Del Rio,John Cena,Alberto Del Rio,Win,WWE United States Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2117,2015-12-29,John Cena vs Alberto Del Rio,John Cena,Alberto Del Rio,Win,WWE United States Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2116,2015-12-28,John Cena vs Alberto Del Rio,John Cena,Alberto Del Rio,Win,WWE United States Championship,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2115,2015-12-27,John Cena vs Alberto Del Rio,John Cena,Alberto Del Rio,Win,WWE United States Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
